Site,Participant_ID,RowNumber,session_id,attention,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,lposition,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
TexasAandM,145,2330,7609326,5,357,330,354,351,348,345,342,339,336,333,0,3,0,1,5,3,5,6,7,5,7,7,7,7,7,7,6,6,6,This Stroop task has no feedback,2,1,1,1,1,2,2,3,4,2,4,2,2,3,4,4,1,3,4,4,1,1,0,2,1,0,1,8,0,-1,-1,0,1,2,1,1,1,4,4,1,4,5,4,4,2,1,4,4,1,1,3,2,4,1,5,1,1,5,5,4,7,6,2,1,8,1,7,1,4,12/3/14,aa,73,II-SR,10,7,A,Friday,5,Yes,Light flickering above computers 1 & 3,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,5,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,137.0000044,15,27,9,10,13,12,14,11,8,28,NA,NA,36,35,3,2,2,21,22,23,20,16,30,20,18,16,17,19,29,33,37,31,32,0,34,7,4,6,5,17,8,6,24,26,25,1,8,12/3/14 16:37,12/3/14,16:37,12,3,14,122,125,12/3/14,12,3,14,122,125,9/15/14,9,15,14,31,46,0.929411765,0.929411765,Fail,3.5,2,1,4,3,2.8,4,2.666666667,4,4,1,5,LowPower,1,1,NoCredentials,Male,WorstGrade,1,1,1,0,1,4,+,CommunalMale,Communal,MaleTarget,6.6,-0.515873016,1,0
TexasAandM,155,2375,7612446,2,357,330,354,351,348,345,342,339,336,333,-3,4,0,4,5,6,6,5,2,5,2,3,2,5,7,7,8,7,4,This Stroop task has no feedback,1,1,1,1,1,2,2,2,2,1,2,3,3,2,4,3,2,2,1,4,1,2,0,3,2,1,1,8,0,-1,-1,0,1,2,2,1,1,4,4,3,2,2,4,5,3,2,3,4,1,1,4,2,4,3,3,3,2,3,5,2,7,7,7,2,3,2,6,1,6,12/4/14,es,73,SR-II,10,7,C,Monday,5,N/A,Came in late--right as other participants were just starting,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,5,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,94.99999706,13,34,3,5,6,4,7,8,14,27,NA,NA,36,35,26,25,24,16,17,18,14,2,32,15,23,21,22,24,30,28,37,33,29,0,31,12,9,11,10,23,8,23,19,21,20,1,14,12/4/14 13:29,12/4/14,13:29,12,4,14,122,126,12/4/14,12,4,14,122,126,9/15/14,9,15,14,31,46,0.941176471,0.941176471,Fail,5.5,6,5,4,5.5,2.333333333,4,3.833333333,3,4,3,3.25,LowPower,1,2,NoCredentials,Female,WorstGrade,1,0,0,0,0,1,-,CommunalMale,Communal,MaleTarget,6.8,0.650793651,1,0
TexasAandM,84,1385,7508116,2,357,330,354,351,348,345,342,339,336,333,-1,3,0,2,5,6,5,2,6,5,1,6,5,9,4,6,8,9,6,This Stroop task has no feedback,1,1,1,1,1,1,2,1,3,1,2,3,2,2,4,2,1,3,2,2,1,1,0,2,1,0,1,8,0,-1,-1,0,1,1,1,1,1,3,2,1,4,4,2,2,3,2,4,4,1,1,3,2,3,3,4,4,3,3,3,3,7,6,3,2,3,6,2,1,6,10/23/14,sd,74,SR-II,20,6,C,Monday,4,N/A,"Sunny, snowy. Half way through completing her surveys, the participant walked over to her chair and sat down.",9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,5,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,239.9999932,22,34,16,19,20,17,18,21,10,28,NA,NA,36,35,7,6,5,3,4,5,2,15,30,2,13,12,12,14,31,33,37,29,32,0,27,26,23,25,24,20,3,15,8,10,9,1,11,10/23/14 17:27,10/23/14,17:27,10,23,14,61,84,10/23/14,10,23,14,61,84,9/15/14,9,15,14,31,46,0.447058824,0.447058824,Fail,2.5,6.5,2,4,3.5,2.066666667,5.5,2,4,4,3,3,LowPower,1,0,NoCredentials,Female,WorstGrade,1,1,0,0,0,2,-,CommunalMale,Communal,MaleTarget,7.2,-1.182539683,1,0
UniversityOfFlorida,110,1928,7567485,2,367,241,364,361,259,256,253,250,247,244,-6,3,0,6,1,7,3,6,7,7,1,7,1,7,5,5,5,5,6,This Stroop task has no feedback,1,1,1,1,1,3,3,4,3,3,3,2,3,3,4,4,4,4,4,4,1,1,0,3,2,0,1,8,0,-1,-1,0,2,2,2,2,2,3,1,4,1,1,4,4,1,2,4,5,1,1,4,1,3,6,2,2,1,1,5,2,7,7,5,1,2,4,3,1,1,11/18/14,DM,72,II-SR,20,5,A,Friday,5,Yes,"While doing clipboard portion was disrupted by student who needed to leave due to an ""emergency""",8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,3,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,40.99999701,26,31,5,9,7,8,10,6,14,30,NA,NA,36,35,12,11,10,17,18,19,16,25,34,16,14,13,13,15,29,32,37,33,27,0,28,24,21,23,22,23,23,23,2,4,3,1,20,11/18/14 13:45,11/18/14,13:45,11,18,14,92,110,11/18/14,11,18,14,92,110,8/27/14,8,27,14,0,27,0.775700935,0.775700935,Fail,6.5,7,3.5,7,2,3.4,6,4.5,4,5,6,3,LowPower,1,5,NoCredentials,Female,WorstGrade,1,1,0,1,1,4,+,CommunalMale,Communal,MaleTarget,5.4,1.317460317,1,0
UniversityOfFlorida,65,818,7460029,3,357,330,354,351,348,345,342,339,336,333,-1,4,0,4,4,6,2,6,5,5,4,3,2,4,3,3,3,1,2,This Stroop task has no feedback,1,1,1,1,1,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,0,2,3,3,2,8,0,-1,-1,0,1,2,1,1,1,2,2,3,2,2,3,4,2,2,2,2,1,1,1,2,5,5,2,4,3,2,4,3,6,6,2,2,10,1,3,1,2,10/2/14,DM,73,II-SR,10,3,C,Friday,4,N/A,Had to be told to standup,8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,3,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,95.00000523,2,27,12,16,14,13,15,17,12,30,NA,NA,36,35,26,25,24,22,23,24,21,3,32,21,19,17,18,20,29,34,37,33,31,0,28,10,7,9,8,13,3,23,4,6,5,1,11,10/2/14 13:51,10/2/14,13:51,10,2,14,61,63,10/2/14,10,2,14,61,63,8/27/14,8,27,14,0,27,0.336448598,0.336448598,Fail,6,5,3.5,4.5,3.5,3,6,3.666666667,2,2,5,2.25,LowPower,1,1,NoCredentials,Female,WorstGrade,0,0,0,0,0,0,-,CommunalMale,Communal,MaleTarget,2.8,0.484126984,1,0
UniversityOfFlorida,97,1665,7543412,1,357,330,354,351,348,345,342,339,336,333,-10,4,0,7,2,6,3,6,1,7,2,6,2,9,9,7,6,7,6,This Stroop task has no feedback,1,1,1,1,1,3,2,2,4,3,3,2,2,3,4,4,2,3,1,4,1,1,0,3,1,0,1,8,0,-1,-1,0,2,2,2,2,2,2,2,2,4,2,3,5,2,1,2,3,1,1,4,1,5,6,1,4,4,2,6,2,7,7,5,2,10,1,2,2,1,11/6/14,DM,72,II-SR,10,6,A,Friday,5,Yes,Placed clipboard on desk and leaned forward to complete the written portion. He also got up and asked me about the stroop test during the study because he thoughtthe computer was broken. I explained to him that you need to use the keys to answer. Various chatter in hallway throughout session.,8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,5,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,147.000001,12,28,13,16,17,18,14,15,16,29,NA,NA,36,35,21,20,19,6,7,8,5,19,27,5,10,9,9,11,33,32,37,34,31,0,30,25,22,24,23,20,3,18,2,4,3,1,26,11/6/14 13:42,11/6/14,13:42,11,6,14,92,98,11/6/14,11,6,14,92,98,8/27/14,8,27,14,0,27,0.663551402,0.663551402,Fail,6,6,7,6.5,2.5,2.8,6,3.333333333,2,3,6,1.75,LowPower,1,5,NoCredentials,Female,WorstGrade,1,1,1,1,0,4,+,CommunalMale,Communal,MaleTarget,7.6,0.150793651,1,0
UniversityOfFlorida,59,674,7444367,4,357,330,354,351,348,345,342,339,336,333,1,3,0,6,3,7,5,5,6,7,2,5,2,5,5,6,7,6,2,This Stroop task has no feedback,1,1,1,1,1,2,2,2,3,3,3,2,3,3,4,3,3,3,2,3,1,2,0,2,1,0,1,8,0,-1,-1,0,2,2,2,2,2,2,2,3,3,4,3,4,4,2,2,3,1,1,3,2,1,3,3,4,4,3,4,2,6,6,4,2,6,3,7,1,2,9/25/14,DM,73,SR-II,10,5,C,Monday,5,N/A,Overhead light flickered on and off.,8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,5,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,240.9999954,9,29,14,16,15,18,19,17,10,33,NA,NA,36,35,8,7,7,11,12,13,9,23,32,10,25,23,24,26,31,34,37,28,30,0,27,5,2,4,3,13,23,15,20,22,21,1,6,9/25/14 14:24,9/25/14,14:24,9,25,14,31,56,9/25/14,9,25,14,31,56,8/27/14,8,27,14,0,27,0.271028037,0.271028037,Pass,5.5,6.5,4,6,4,2.733333333,6,2.833333333,2,3,3,2.5,LowPower,1,5,NoCredentials,Female,WorstGrade,1,0,0,0,0,1,-,CommunalMale,Communal,MaleTarget,5.8,-0.349206349,1,0
SanDiegoStateUniversity,126,2393,7612910,5,357,330,354,351,348,345,-4162,339,336,333,-1,3,0,5,5,6,3,5,3,6,4,5,4,9,6,8,8,7,6,This Stroop task has no feedback,1,1,1,1,1,3,2,2,2,2,3,3,3,4,4,4,3,3,3,3,1,1,0,1,2,1,1,8,0,-1,-1,0,1,2,1,2,1,4,3,3,2,3,3,4,3,2,3,4,1,1,2,1,5,3,3,3,3,2,3,3,7,7,4,2,5,1,7,1,2,12/4/14,Ashley,73.6,"II, SR",20,4,C,Monday,4,N/A,Participant was given the correct clipboard (10) but RA used the booklet that was supposed to be for participant #62 (20 on the cover page). It is likely that the participant id entered on the computer was #62 (instead of #61). May need to correct that. Participant did not come in to take written portion until he had finished BOTH parts of the computer portion.,9/15/14,12/10/14,86,1,1,1,0,0,0,4,0.5,0,5,1,1,1,0,0,0,0,1,1,2,20,1250,5250,920,1,0,0,4,1,1,0.2,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,99.99999949,15,31,21,22,23,25,26,24,9,32,NA,NA,36,35,17,16,15,12,13,14,10,2,34,11,19,17,18,20,30,27,37,33,29,0,28,9,6,8,7,20,8,5,3,5,4,1,10,12/4/14 15:08,12/4/14,15:08,12,4,14,122,126,12/4/14,12,4,14,122,126,9/15/14,9,15,14,31,46,0.930232558,0.930232558,Fail,4.5,5,5,4.5,3,2.8,4.5,3.333333333,3,4,3,2.75,LowPower,1,2,NoCredentials,Female,WorstGrade,1,1,0,1,0,3,+,CommunalMale,Communal,MaleTarget,7.6,0.150793651,1,0
IthacaCollege,7,480,7425502,1,357,331,354,351,349,346,343,340,337,334,1,4,1,3,6,3,7,5,5,6,6,2,3,6,3,5,6,5,6,This Stroop task has no feedback,1,1,1,1,1,2,1,1,2,2,1,4,4,2,3,3,1,3,4,3,1,1,0,3,2,4,3,8,0,-1,-1,0,2,2,2,2,2,5,5,2,2,4,2,2,3,1,4,4,2,3,2,1,5,2,5,2,3,4,3,3,6,5,3,1,7,7,10,3,57,9/17/14,HP,76.5,SR-II,10,6,A,Friday,5,Yes,Participant sat down at the table when holding the clipboard,9/15/14,12/12/14,88,1,0,1,0,0,0,5,0.5,0,3,0,1,1,1,0,0,0,0,0,1,6,700,500,498,1,0,0,4,1,1,0.5,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,179.9999974,15,32,19,21,23,20,24,22,13,33,NA,NA,36,35,26,25,24,3,4,5,2,6,28,2,13,12,12,14,34,31,37,29,30,0,27,11,8,10,9,13,4,5,16,18,17,1,7,9/17/14 12:42,9/17/14,12:42,9,17,14,31,48,9/17/14,9,17,14,31,48,9/15/14,9,15,14,31,46,0.022727273,0.022727273,Fail,5,2.5,3,4,6.5,2.4,3,2.5,4,4,2,4,LowPower,1,5,NoCredentials,Female,WorstGrade,1,1,1,1,1,5,+,CommunalMale,Communal,MaleTarget,5,-0.682539683,1,1
VirginiaCommonwealthUniversity,25,648,7441337,4,357,330,354,351,348,345,342,339,336,333,-4,4,-1,2,7,2,5,5,6,4,6,1,3,3,2,3,1,2,6,This Stroop task has no feedback,2,1,1,1,1,3,3,3,4,3,1,2,2,3,3,2,1,2,2,3,2,2,0,1,2,1,1,8,0,-1,-1,0,1,1,2,1,1,5,5,4,3,2,4,5,2,2,4,4,1,1,2,2,5,5,3,3,2,3,3,3,6,5,4,1,6,2,3,1,133,9/24/14,BS,75,II-SR,10,5,a,Monday,4,Yes,seemed to take awhile,8/28/14,12/16/14,110,1,1,1,0,0,0,3,0.5,0,3,0,1,0,0,0,0,1,0,1,3,45,2075,0,153,1,1,0,3,1,1,0.66,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,129.9999977,8,27,12,13,16,14,15,17,9,30,NA,NA,36,35,7,6,5,20,21,22,19,5,31,19,10,9,9,11,33,29,37,32,28,0,34,26,23,25,24,23,4,10,2,4,3,1,18,9/24/14 15:55,9/24/14,15:55,9,24,14,31,55,9/24/14,9,24,14,31,55,8/28/14,8,28,14,0,28,0.245454545,0.245454545,Pass,5,2,2,2.5,6,2.733333333,3,4,4,4,5,3.25,LowPower,1,1,NoCredentials,Male,WorstGrade,0,0,0,0,1,1,-,CommunalMale,Communal,MaleTarget,2.2,0.817460317,1,0
VirginiaCommonwealthUniversity,20,535,7428580,4,357,330,354,351,348,345,342,339,336,333,2,3,-1,2,6,5,3,5,6,5,4,5,1,6,6,3,5,6,1,This Stroop task has no feedback,1,1,1,1,1,3,3,4,3,4,2,2,2,3,3,4,2,4,2,4,2,2,0,2,2,0,1,8,0,-1,-1,0,2,2,2,2,2,3,4,2,2,3,3,4,3,2,5,5,1,1,1,1,5,5,3,4,3,3,4,3,6,6,4,1,7,2,8,1,133,9/18/14,JMM,77,SR-II,20,6,a,Friday,5,Yes,Participant leaned against wall,8/28/14,12/16/14,110,1,1,1,0,0,0,3,0.5,0,3,0,1,0,0,0,0,1,0,1,3,45,2075,0,153,1,1,0,3,1,1,0.66,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,240.9999954,4,29,21,25,23,24,22,26,4,31,NA,NA,36,35,3,2,2,11,12,13,10,6,33,10,8,7,7,9,34,32,37,28,27,0,30,17,14,16,15,23,4,10,18,20,19,1,5,9/18/14 15:40,9/18/14,15:40,9,18,14,31,49,9/18/14,9,18,14,31,49,8/28/14,8,28,14,0,28,0.190909091,0.190909091,Pass,6,4.5,2,3.5,3,3.133333333,4.5,3.166666667,5,5,5,2.75,LowPower,1,5,NoCredentials,Female,WorstGrade,0,0,0,1,1,2,-,CommunalMale,Communal,MaleTarget,5.2,-0.015873016,1,0
MontanaStateUniversity,62,964,7474670,4,357,330,354,351,348,345,342,339,336,333,-2,3,0,6,6,5,7,6,2,5,1,3,4,8,6,7,5,7,6,This Stroop task has no feedback,1,1,1,1,1,3,2,2,3,2,2,2,3,2,2,3,2,1,4,3,2,1,0,3,1,0,1,8,0,-1,-1,0,1,1,1,1,1,2,2,1,1,3,3,4,2,2,4,4,1,1,2,2,5,6,4,4,4,2,4,2,7,6,4,2,9,3,3,1,1,10/9/14,Mari S.,78,II-SR,20,7,A,Friday,5,Yes,"squirrel ran, leaned (slightly) against table",9/8/14,12/5/14,88,1,1,1,0,0,0,5,1,1,5,0,1,0,0,0,0,0,1,1,2,62,600,3000,600,1,0,0,1,0,0,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,58.00000036,12,29,2,3,6,5,4,7,12,32,NA,NA,36,35,14,13,13,9,10,11,7,16,30,8,25,23,24,26,34,31,37,28,27,0,33,23,20,22,21,13,3,23,17,19,18,1,15,10/9/14 13:47,10/9/14,13:47,10,9,14,61,70,10/9/14,10,9,14,61,70,9/8/14,9,8,14,31,39,0.352272727,0.352272727,Pass,5,6,6,3.5,6,2.533333333,6,3.333333333,4,4,6,2.5,LowPower,1,0,NoCredentials,Female,WorstGrade,0,1,0,0,0,1,-,CommunalMale,Communal,MaleTarget,6.6,0.150793651,1,0
MontanaStateUniversity,113,1653,7542139,4,357,330,354,351,348,345,342,339,336,333,-5,4,0,7,1,7,2,6,2,6,1,6,2,7,7,7,7,7,6,This Stroop task has no feedback,1,1,1,1,1,4,4,3,4,4,2,2,4,3,4,4,4,3,3,4,1,1,0,3,2,0,1,8,0,-1,-1,0,1,2,2,1,1,2,2,2,1,4,4,4,2,2,4,4,1,1,5,2,5,6,3,5,5,2,7,3,7,7,5,2,7,3,5,1,1,11/5/14,Cass,76,II-SR,10,7,C,Monday,5,N/A,Participant stood up but put survey on desk,9/8/14,12/5/14,88,1,1,1,0,0,0,5,1,1,5,0,1,0,0,0,0,0,1,1,2,62,600,3000,600,1,0,0,1,0,0,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,240.9999954,2,33,13,18,16,14,17,15,8,28,NA,NA,36,35,12,11,11,4,5,6,3,7,31,3,9,8,8,10,32,29,37,30,34,0,27,23,20,22,21,13,3,23,24,26,25,1,19,11/5/14 20:03,11/5/14,20:03,11,5,14,92,97,11/5/14,11,5,14,92,97,9/8/14,9,8,14,31,39,0.659090909,0.659090909,Pass,6,7,6.5,6.5,2,3.6,6,3.5,4,4,6,1.75,LowPower,1,2,NoCredentials,Female,WorstGrade,1,1,0,0,0,2,-,CommunalMale,Communal,MaleTarget,7,0.317460317,1,0
UCRiverside,109,1564,7532124,3,357,317,353,350,347,343,330,327,323,320,4,3,0,6,5,7,2,6,2,5,3,6,1,5,7,5,7,7,7,This Stroop task has no feedback,1,1,1,1,1,3,2,3,4,3,3,2,3,3,4,3,2,2,3,4,2,1,0,3,2,1,1,8,0,-1,-1,0,2,2,2,2,2,2,2,4,1,4,4,4,3,1,5,4,1,1,3,2,5,6,2,4,4,3,6,4,7,6,5,1,6,3,10,2,5,10/31/14,LN/KJ,74.8,II-SR,10,7,A,Friday,3,Yes,Particpant leaned against the wall,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,48.99999762,26,29,5,9,6,10,8,7,9,30,NA,NA,36,35,4,3,3,17,18,19,15,15,28,16,21,19,20,22,27,32,37,33,34,0,31,14,11,13,12,20,23,6,23,25,24,1,2,10/31/14 12:10,10/31/14,12:10,10,31,14,61,92,10/31/14,10,31,14,61,92,10/2/14,10,2,14,61,63,0.408450704,0.408450704,Fail,6.5,6,6,4,2,2.933333333,6,3.666666667,5,4,6,2.25,LowPower,1,5,NoCredentials,Female,WorstGrade,0,1,1,0,1,3,+,CommunalMale,Communal,MaleTarget,6.2,0.484126984,1,0
UCRiverside,237,2266,7605478,4,357,330,354,351,348,345,342,339,336,333,0,3,0,3,7,7,7,5,5,5,4,4,5,5,5,6,4,3,4,This Stroop task has no feedback,1,1,1,1,1,1,1,1,4,4,3,4,4,2,4,4,3,4,2,4,1,1,1,1,1,0,2,8,0,-1,-1,0,2,1,2,2,2,4,3,4,3,4,2,2,3,2,3,4,1,1,5,1,5,2,5,3,2,5,6,3,6,7,4,1,2,7,7,4,3,12/2/14,FO,76.1,II-SR,10,7,B,Friday,4,Yes,Participant asked if he could sit down during the clipboard portion,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,203.9999993,22,31,12,16,14,15,17,13,8,33,NA,NA,36,35,3,2,1,19,20,21,18,11,27,18,8,7,7,9,28,32,37,34,30,0,29,26,23,25,24,13,8,5,4,6,5,1,10,12/2/14 19:16,12/2/14,19:16,12,2,14,122,124,12/2/14,12,2,14,122,124,10/2/14,10,2,14,61,63,0.85915493,0.85915493,Pass,4,5.5,3,3,5.5,2.733333333,4.5,2.666666667,3,4,2,4.25,LowPower,1,4,NoCredentials,Female,WorstGrade,1,1,0,1,1,4,+,CommunalMale,Communal,MaleTarget,4.6,-0.515873016,1,0
UCRiverside,103,1492,7527639,1,357,320,354,351,348,345,342,339,336,333,-6,5,0,3,3,4,5,3,5,5,6,3,6,5,5,6,6,4,2,This Stroop task has no feedback,1,1,1,1,1,2,2,2,2,2,4,2,3,2,4,3,2,2,4,4,1,2,0,0,2,2,2,8,0,-1,-1,0,1,2,2,2,2,4,3,3,3,4,2,2,4,1,4,4,1,1,2,1,3,3,3,3,4,4,4,4,7,4,3,2,8,6,8,1,3,10/29/14,BP/MM,74.6,SR-II,10,4,A,Friday,3,"No, 1 missed","participant wrongly recieved debriefing form before consent form, told participant to come outside of computer lab, told participant that he could stand when he was searching for seat",10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,114.999998,18,31,11,12,16,13,15,14,12,28,NA,NA,36,35,10,9,8,6,7,8,4,17,30,5,25,23,24,26,32,33,37,27,29,0,34,23,20,22,21,20,23,15,2,4,3,1,19,10/29/14 14:10,10/29/14,14:10,10,29,14,61,90,10/29/14,10,29,14,61,90,10/2/14,10,2,14,61,63,0.38028169,0.38028169,Fail,2.5,3,3,5,5,2.533333333,4.5,2.333333333,4,4,3,3,LowPower,1,4,NoCredentials,Female,WorstGrade,1,0,1,1,0,3,+,CommunalMale,Communal,MaleTarget,5.2,-0.849206349,1,0
